country,brand_name,months_postgx,n_gxs
COUNTRY_PHARMACY_ID,AI-0052,11,1.0
COUNTRY_PHARMACY_ID,AI-0054,0,1.0
COUNTRY_PHARMACY_ID,AI-0057,0,1.0
COUNTRY_PHARMACY_ID,AI-0057,1,1.0
COUNTRY_PHARMACY_ID,AI-0057,2,1.0
COUNTRY_PHARMACY_ID,AI-0057,3,1.0
COUNTRY_PHARMACY_ID,AI-0057,4,1.0
COUNTRY_PHARMACY_ID,AI-0057,5,1.0
COUNTRY_PHARMACY_ID,AI-0057,6,1.0
COUNTRY_PHARMACY_ID,AI-0057,7,1.0
COUNTRY_PHARMACY_ID,AI-0057,8,1.0
COUNTRY_PHARMACY_ID,AI-0057,9,1.0
COUNTRY_PHARMACY_ID,AI-0057,10,1.0
COUNTRY_PHARMACY_ID,AI-0057,11,1.0
COUNTRY_PHARMACY_ID,AI-0058,0,1.0
COUNTRY_PHARMACY_ID,AI-0058,1,1.0
COUNTRY_PHARMACY_ID,AI-0059,0,1.0
COUNTRY_PHARMACY_ID,AI-0060,0,1.0
COUNTRY_PHARMACY_ID,AI-0060,1,1.0
COUNTRY_PHARMACY_ID,AI-0060,2,1.0
COUNTRY_PHARMACY_ID,AI-0063,0,1.0
COUNTRY_PHARMACY_ID,AI-0063,1,1.0
COUNTRY_PHARMACY_ID,AI-0063,2,1.0
COUNTRY_PHARMACY_ID,AI-0063,3,1.0
COUNTRY_PHARMACY_ID,AI-0065,0,1.0
COUNTRY_PHARMACY_ID,AI-0065,1,1.0
COUNTRY_PHARMACY_ID,AI-0065,2,1.0
COUNTRY_PHARMACY_ID,AI-0066,0,1.0
COUNTRY_PHARMACY_ID,AI-0066,1,1.0
COUNTRY_PHARMACY_ID,AI-0066,2,1.0
COUNTRY_PHARMACY_ID,AI-0066,3,1.0
COUNTRY_PHARMACY_ID,AI-0066,4,1.0
COUNTRY_PHARMACY_ID,AI-0066,5,1.0
COUNTRY_PHARMACY_ID,AI-0066,6,1.0
COUNTRY_PHARMACY_ID,AI-0066,7,1.0
COUNTRY_PHARMACY_ID,AI-0066,8,1.0
COUNTRY_PHARMACY_ID,AI-0066,9,1.0
COUNTRY_PHARMACY_ID,AI-0066,10,1.0
COUNTRY_PHARMACY_ID,AI-0066,11,1.0
COUNTRY_PHARMACY_ID,AI-0067,0,1.0
COUNTRY_PHARMACY_ID,AI-0067,1,1.0
COUNTRY_PHARMACY_ID,AI-0067,2,1.0
COUNTRY_PHARMACY_ID,AI-0067,3,1.0
COUNTRY_PHARMACY_ID,AI-0067,4,1.0
COUNTRY_PHARMACY_ID,AI-0067,5,1.0
COUNTRY_PHARMACY_ID,AI-0067,6,1.0
COUNTRY_PHARMACY_ID,AI-0067,7,1.0
COUNTRY_PHARMACY_ID,AI-0067,8,1.0
COUNTRY_PHARMACY_ID,AI-0067,9,1.0
COUNTRY_PHARMACY_ID,AI-0067,10,1.0
COUNTRY_PHARMACY_ID,AI-0067,11,1.0
COUNTRY_PHARMACY_ID,AI-0068,0,1.0
COUNTRY_PHARMACY_ID,AI-0068,1,1.0
COUNTRY_PHARMACY_ID,AI-0068,2,1.0
COUNTRY_PHARMACY_ID,AI-0068,3,1.0
COUNTRY_PHARMACY_ID,AI-0068,4,1.0
COUNTRY_PHARMACY_ID,AI-0068,5,1.0
COUNTRY_PHARMACY_ID,AI-0068,6,1.0
COUNTRY_PHARMACY_ID,AI-0068,7,1.0
COUNTRY_PHARMACY_ID,AI-0068,8,1.0
COUNTRY_PHARMACY_ID,AI-0068,9,1.0
COUNTRY_PHARMACY_ID,AI-0068,10,1.0
COUNTRY_PHARMACY_ID,AI-0068,11,1.0
COUNTRY_PHARMACY_ID,AI-0073,0,1.0
COUNTRY_PHARMACY_ID,AI-0073,1,1.0
COUNTRY_PHARMACY_ID,AI-0073,2,1.0
COUNTRY_PHARMACY_ID,AI-0073,3,1.0
COUNTRY_PHARMACY_ID,AI-0073,4,1.0
COUNTRY_PHARMACY_ID,AI-0073,5,1.0
COUNTRY_PHARMACY_ID,AI-0073,6,1.0
COUNTRY_PHARMACY_ID,AI-0073,7,1.0
COUNTRY_PHARMACY_ID,AI-0073,8,1.0
COUNTRY_PHARMACY_ID,AI-0073,9,1.0
COUNTRY_PHARMACY_ID,AI-0073,10,1.0
COUNTRY_PHARMACY_ID,AI-0073,11,1.0
COUNTRY_PHARMACY_ID,AI-0075,0,1.0
COUNTRY_PHARMACY_ID,AI-0075,1,1.0
COUNTRY_PHARMACY_ID,AI-0075,2,1.0
COUNTRY_PHARMACY_ID,AI-0075,3,1.0
COUNTRY_PHARMACY_ID,AI-0075,4,1.0
COUNTRY_PHARMACY_ID,AI-0075,5,1.0
COUNTRY_PHARMACY_ID,AI-0075,6,1.0
COUNTRY_PHARMACY_ID,AI-0075,7,1.0
COUNTRY_PHARMACY_ID,AI-0075,8,1.0
COUNTRY_PHARMACY_ID,AI-0075,9,1.0
COUNTRY_PHARMACY_ID,AI-0075,10,1.0
COUNTRY_PHARMACY_ID,AI-0075,11,1.0
COUNTRY_PHARMACY_ID,AI-0076,0,1.0
COUNTRY_PHARMACY_ID,AI-0076,1,1.0
COUNTRY_PHARMACY_ID,AI-0076,2,1.0
COUNTRY_PHARMACY_ID,AI-0076,3,1.0
COUNTRY_PHARMACY_ID,AI-0076,4,1.0
COUNTRY_PHARMACY_ID,AI-0083,0,1.0
COUNTRY_PHARMACY_ID,AI-0083,1,1.0
COUNTRY_PHARMACY_ID,AI-0083,2,1.0
COUNTRY_PHARMACY_ID,AI-0083,3,1.0
COUNTRY_PHARMACY_ID,AI-0083,4,1.0
COUNTRY_PHARMACY_ID,AI-0083,5,1.0
COUNTRY_PHARMACY_ID,AI-0083,6,1.0
COUNTRY_PHARMACY_ID,AI-0083,7,1.0
COUNTRY_PHARMACY_ID,AI-0083,8,1.0
COUNTRY_PHARMACY_ID,AI-0083,9,1.0
COUNTRY_PHARMACY_ID,AI-0083,10,1.0
COUNTRY_PHARMACY_ID,AI-0083,11,1.0
COUNTRY_PHARMACY_ID,AI-0085,0,1.0
COUNTRY_PHARMACY_ID,AI-0085,1,1.0
COUNTRY_PHARMACY_ID,AI-0085,2,1.0
COUNTRY_PHARMACY_ID,AI-0085,3,1.0
COUNTRY_PHARMACY_ID,AI-0085,4,1.0
COUNTRY_PHARMACY_ID,AI-0085,5,1.0
COUNTRY_PHARMACY_ID,AI-0085,6,1.0
COUNTRY_PHARMACY_ID,AI-0085,7,1.0
COUNTRY_PHARMACY_ID,AI-0085,8,1.0
COUNTRY_PHARMACY_ID,AI-0085,9,1.0
COUNTRY_PHARMACY_ID,AI-0085,10,1.0
COUNTRY_PHARMACY_ID,AI-0087,0,1.0
COUNTRY_PHARMACY_ID,AI-0087,1,1.0
COUNTRY_PHARMACY_ID,AI-0087,2,1.0
COUNTRY_PHARMACY_ID,AI-0087,3,1.0
COUNTRY_PHARMACY_ID,AI-0087,4,1.0
COUNTRY_PHARMACY_ID,AI-0090,0,1.0
COUNTRY_PHARMACY_ID,AI-0090,1,1.0
COUNTRY_PHARMACY_ID,AI-0090,2,1.0
COUNTRY_PHARMACY_ID,AI-0090,3,1.0
COUNTRY_PHARMACY_ID,AI-0090,4,1.0
COUNTRY_PHARMACY_ID,AI-0090,5,1.0
COUNTRY_PHARMACY_ID,AI-0090,6,1.0
COUNTRY_PHARMACY_ID,AI-0090,7,1.0
COUNTRY_PHARMACY_ID,AI-0090,8,1.0
COUNTRY_PHARMACY_ID,AI-0090,9,1.0
COUNTRY_PHARMACY_ID,AI-0090,10,1.0
COUNTRY_PHARMACY_ID,AI-0090,11,1.0
COUNTRY_PHARMACY_ID,AI-0091,0,1.0
COUNTRY_PHARMACY_ID,AI-0091,1,1.0
COUNTRY_PHARMACY_ID,AI-0091,2,1.0
COUNTRY_PHARMACY_ID,AI-0091,3,1.0
COUNTRY_PHARMACY_ID,AI-0091,4,1.0
COUNTRY_PHARMACY_ID,AI-0091,5,1.0
COUNTRY_PHARMACY_ID,AI-0091,6,1.0
COUNTRY_PHARMACY_ID,AI-0091,7,1.0
COUNTRY_PHARMACY_ID,AI-0091,8,1.0
COUNTRY_PHARMACY_ID,AI-0091,9,1.0
COUNTRY_PHARMACY_ID,AI-0091,10,1.0
COUNTRY_PHARMACY_ID,AI-0091,11,1.0
COUNTRY_PHARMACY_ID,AI-0094,0,1.0
COUNTRY_PHARMACY_ID,AI-0094,1,1.0
COUNTRY_PHARMACY_ID,AI-0094,2,1.0
COUNTRY_PHARMACY_ID,AI-0094,3,1.0
COUNTRY_PHARMACY_ID,AI-0094,4,1.0
COUNTRY_PHARMACY_ID,AI-0094,5,1.0
COUNTRY_PHARMACY_ID,AI-0094,6,1.0
COUNTRY_PHARMACY_ID,AI-0094,7,1.0
COUNTRY_PHARMACY_ID,AI-0094,8,1.0
COUNTRY_PHARMACY_ID,AI-0094,9,1.0
COUNTRY_PHARMACY_ID,AI-0094,10,1.0
COUNTRY_PHARMACY_ID,AI-0094,11,1.0
COUNTRY_PHARMACY_ID,AI-0095,0,1.0
COUNTRY_PHARMACY_ID,AI-0095,1,1.0
COUNTRY_PHARMACY_ID,AI-0095,2,1.0
COUNTRY_PHARMACY_ID,AI-0095,3,1.0
COUNTRY_PHARMACY_ID,AI-0095,4,1.0
COUNTRY_PHARMACY_ID,AI-0095,5,1.0
COUNTRY_PHARMACY_ID,AI-0095,6,1.0
COUNTRY_PHARMACY_ID,AI-0095,7,1.0
COUNTRY_PHARMACY_ID,AI-0095,8,1.0
COUNTRY_PHARMACY_ID,AI-0095,9,1.0
COUNTRY_PHARMACY_ID,AI-0095,10,1.0
COUNTRY_PHARMACY_ID,AI-0095,11,1.0
COUNTRY_PHARMACY_ID,AI-0096,0,1.0
COUNTRY_PHARMACY_ID,AI-0096,1,1.0
COUNTRY_PHARMACY_ID,AI-0096,2,1.0
COUNTRY_PHARMACY_ID,AI-0096,3,1.0
COUNTRY_PHARMACY_ID,AI-0096,4,1.0
COUNTRY_PHARMACY_ID,AI-0096,5,1.0
COUNTRY_PHARMACY_ID,AI-0096,6,1.0
COUNTRY_PHARMACY_ID,AI-0096,7,1.0
COUNTRY_PHARMACY_ID,AI-0096,8,1.0
COUNTRY_PHARMACY_ID,AI-0096,9,1.0
COUNTRY_PHARMACY_ID,AI-0096,10,1.0
COUNTRY_PHARMACY_ID,AI-0096,11,1.0
COUNTRY_PHARMACY_ID,AI-0097,0,1.0
COUNTRY_PHARMACY_ID,AI-0097,1,1.0
COUNTRY_PHARMACY_ID,AI-0097,2,1.0
COUNTRY_PHARMACY_ID,AI-0097,3,1.0
COUNTRY_PHARMACY_ID,AI-0097,4,1.0
COUNTRY_PHARMACY_ID,AI-0097,5,1.0
COUNTRY_PHARMACY_ID,AI-0097,6,1.0
COUNTRY_PHARMACY_ID,AI-0097,7,1.0
COUNTRY_PHARMACY_ID,AI-0097,8,1.0
COUNTRY_PHARMACY_ID,AI-0097,9,1.0
COUNTRY_PHARMACY_ID,AI-0097,10,1.0
COUNTRY_PHARMACY_ID,AI-0097,11,1.0
COUNTRY_PHARMACY_ID,AI-0098,0,1.0
COUNTRY_PHARMACY_ID,AI-0098,1,1.0
COUNTRY_PHARMACY_ID,AI-0098,2,1.0
COUNTRY_PHARMACY_ID,AI-0098,3,1.0
COUNTRY_PHARMACY_ID,AI-0098,4,1.0
COUNTRY_PHARMACY_ID,AI-0098,5,1.0
COUNTRY_PHARMACY_ID,AI-0098,6,1.0
COUNTRY_PHARMACY_ID,AI-0098,7,1.0
COUNTRY_PHARMACY_ID,AI-0098,8,1.0
COUNTRY_PHARMACY_ID,AI-0098,9,1.0
COUNTRY_PHARMACY_ID,AI-0098,10,1.0
COUNTRY_PHARMACY_ID,AI-0098,11,1.0
COUNTRY_PHARMACY_ID,AI-0099,0,1.0
COUNTRY_PHARMACY_ID,AI-0099,1,1.0
COUNTRY_PHARMACY_ID,AI-0099,2,1.0
COUNTRY_PHARMACY_ID,AI-0099,3,1.0
COUNTRY_PHARMACY_ID,AI-0099,4,1.0
COUNTRY_PHARMACY_ID,AI-0099,5,1.0
COUNTRY_PHARMACY_ID,AI-0099,6,1.0
COUNTRY_PHARMACY_ID,AI-0099,7,1.0
COUNTRY_PHARMACY_ID,AI-0099,8,1.0
COUNTRY_PHARMACY_ID,AI-0099,9,1.0
COUNTRY_PHARMACY_ID,AI-0099,10,1.0
COUNTRY_PHARMACY_ID,AI-0099,11,1.0
COUNTRY_PHARMACY_ID,AI-0100,0,1.0
COUNTRY_PHARMACY_ID,AI-0102,0,1.0
COUNTRY_PHARMACY_ID,AI-0102,1,1.0
COUNTRY_PHARMACY_ID,AI-0102,2,1.0
COUNTRY_PHARMACY_ID,AI-0102,3,1.0
COUNTRY_PHARMACY_ID,AI-0102,4,1.0
COUNTRY_PHARMACY_ID,AI-0102,5,1.0
COUNTRY_PHARMACY_ID,AI-0102,6,1.0
COUNTRY_PHARMACY_ID,AI-0103,0,1.0
COUNTRY_PHARMACY_ID,AI-0103,1,1.0
COUNTRY_PHARMACY_ID,AI-0103,2,1.0
COUNTRY_PHARMACY_ID,AI-0103,3,1.0
COUNTRY_PHARMACY_ID,AI-0103,4,1.0
COUNTRY_PHARMACY_ID,AI-0103,5,1.0
COUNTRY_PHARMACY_ID,AI-0103,6,1.0
COUNTRY_PHARMACY_ID,AI-0106,0,1.0
COUNTRY_PHARMACY_ID,AI-0106,1,1.0
COUNTRY_PHARMACY_ID,AI-0106,2,1.0
COUNTRY_PHARMACY_ID,AI-0106,3,1.0
COUNTRY_PHARMACY_ID,AI-0106,4,1.0
COUNTRY_PHARMACY_ID,AI-0106,5,1.0
COUNTRY_PHARMACY_ID,AI-0106,6,1.0
COUNTRY_PHARMACY_ID,AI-0106,7,1.0
COUNTRY_PHARMACY_ID,AI-0106,8,1.0
COUNTRY_PHARMACY_ID,AI-0106,9,1.0
COUNTRY_PHARMACY_ID,AI-0106,10,1.0
COUNTRY_PHARMACY_ID,AI-0106,11,1.0
COUNTRY_PHARMACY_ID,AI-0107,0,1.0
COUNTRY_PHARMACY_ID,AI-0109,0,1.0
COUNTRY_PHARMACY_ID,AI-0109,1,1.0
COUNTRY_PHARMACY_ID,AI-0110,0,1.0
COUNTRY_PHARMACY_ID,AI-0110,1,1.0
COUNTRY_PHARMACY_ID,AI-0110,2,1.0
COUNTRY_PHARMACY_ID,AI-0110,3,1.0
COUNTRY_PHARMACY_ID,AI-0110,4,1.0
COUNTRY_PHARMACY_ID,AI-0110,5,1.0
COUNTRY_PHARMACY_ID,AI-0110,6,1.0
COUNTRY_PHARMACY_ID,AI-0110,7,1.0
COUNTRY_PHARMACY_ID,AI-0110,8,1.0
COUNTRY_PHARMACY_ID,AI-0110,9,1.0
COUNTRY_PHARMACY_ID,AI-0110,10,1.0
COUNTRY_PHARMACY_ID,AI-0110,11,1.0
COUNTRY_PHARMACY_ID,AI-0113,0,1.0
COUNTRY_PHARMACY_ID,AI-0113,1,1.0
COUNTRY_PHARMACY_ID,AI-0113,2,1.0
COUNTRY_PHARMACY_ID,AI-0113,3,1.0
COUNTRY_PHARMACY_ID,AI-0113,4,1.0
COUNTRY_PHARMACY_ID,AI-0114,0,1.0
COUNTRY_PHARMACY_ID,AI-0114,1,1.0
COUNTRY_PHARMACY_ID,AI-0114,2,1.0
COUNTRY_PHARMACY_ID,AI-0114,3,1.0
COUNTRY_PHARMACY_ID,AI-0114,4,1.0
COUNTRY_PHARMACY_ID,AI-0114,5,1.0
COUNTRY_PHARMACY_ID,AI-0114,6,1.0
COUNTRY_PHARMACY_ID,AI-0114,7,1.0
COUNTRY_PHARMACY_ID,AI-0114,8,1.0
COUNTRY_PHARMACY_ID,AI-0114,9,1.0
COUNTRY_PHARMACY_ID,AI-0114,10,1.0
COUNTRY_PHARMACY_ID,AI-0114,11,1.0
COUNTRY_PHARMACY_ID,AI-0115,0,1.0
COUNTRY_PHARMACY_ID,AI-0115,1,1.0
COUNTRY_PHARMACY_ID,AI-0115,2,1.0
COUNTRY_PHARMACY_ID,AI-0118,0,1.0
COUNTRY_PHARMACY_ID,AI-0118,1,1.0
COUNTRY_PHARMACY_ID,AI-0118,2,1.0
COUNTRY_PHARMACY_ID,AI-0119,0,1.0
COUNTRY_PHARMACY_ID,AI-0119,1,1.0
COUNTRY_PHARMACY_ID,AI-0119,2,1.0
COUNTRY_PHARMACY_ID,AI-0119,3,1.0
COUNTRY_PHARMACY_ID,AI-0120,0,1.0
COUNTRY_PHARMACY_ID,AI-0120,1,1.0
COUNTRY_PHARMACY_ID,AI-0120,2,1.0
COUNTRY_PHARMACY_ID,AI-0120,3,1.0
COUNTRY_PHARMACY_ID,AI-0120,4,1.0
COUNTRY_PHARMACY_ID,AI-0120,5,1.0
COUNTRY_PHARMACY_ID,AI-0120,6,1.0
COUNTRY_PHARMACY_ID,AI-0120,7,1.0
COUNTRY_PHARMACY_ID,AI-0120,8,1.0
COUNTRY_PHARMACY_ID,AI-0120,9,1.0
COUNTRY_PHARMACY_ID,AI-0120,10,1.0
COUNTRY_PHARMACY_ID,AI-0120,11,1.0
COUNTRY_PHARMACY_ID,AI-0125,0,1.0
COUNTRY_PHARMACY_ID,AI-0125,1,1.0
COUNTRY_PHARMACY_ID,AI-0125,2,1.0
COUNTRY_PHARMACY_ID,AI-0125,3,1.0
COUNTRY_PHARMACY_ID,AI-0125,4,1.0
COUNTRY_PHARMACY_ID,AI-0125,5,1.0
COUNTRY_PHARMACY_ID,AI-0125,6,1.0
COUNTRY_PHARMACY_ID,AI-0125,7,1.0
COUNTRY_PHARMACY_ID,AI-0125,8,1.0
COUNTRY_PHARMACY_ID,AI-0125,9,1.0
COUNTRY_PHARMACY_ID,AI-0125,10,1.0
COUNTRY_PHARMACY_ID,AI-0127,0,1.0
COUNTRY_PHARMACY_ID,AI-0127,1,1.0
COUNTRY_PHARMACY_ID,AI-0127,2,1.0
COUNTRY_PHARMACY_ID,AI-0127,3,1.0
COUNTRY_PHARMACY_ID,AI-0127,4,1.0
COUNTRY_PHARMACY_ID,AI-0127,5,1.0
COUNTRY_PHARMACY_ID,AI-0127,6,1.0
COUNTRY_PHARMACY_ID,AI-0127,7,1.0
COUNTRY_PHARMACY_ID,AI-0129,0,1.0
COUNTRY_PHARMACY_ID,AI-0129,1,1.0
COUNTRY_PHARMACY_ID,AI-0129,2,1.0
COUNTRY_PHARMACY_ID,AI-0129,3,1.0
COUNTRY_PHARMACY_ID,AI-0129,4,1.0
COUNTRY_PHARMACY_ID,AI-0129,5,1.0
COUNTRY_PHARMACY_ID,AI-0129,6,1.0
COUNTRY_PHARMACY_ID,AI-0129,7,1.0
COUNTRY_PHARMACY_ID,AI-0129,8,1.0
COUNTRY_PHARMACY_ID,AI-0129,9,1.0
