country,brand_name,month,months_postgx,volume
COUNTRY_PHARMACY_ID,AI-0033,Jan,0,1.0
COUNTRY_PHARMACY_ID,AI-0033,Feb,1,10.0
COUNTRY_PHARMACY_ID,AI-0033,Mar,2,7.0
COUNTRY_PHARMACY_ID,AI-0033,Apr,3,8.0
COUNTRY_PHARMACY_ID,AI-0033,May,4,10.0
COUNTRY_PHARMACY_ID,AI-0033,Jun,5,6.0
COUNTRY_PHARMACY_ID,AI-0033,Jul,6,8.0
COUNTRY_PHARMACY_ID,AI-0033,Aug,7,9.0
COUNTRY_PHARMACY_ID,AI-0033,Sep,8,3.0
COUNTRY_PHARMACY_ID,AI-0033,Oct,9,3.0
COUNTRY_PHARMACY_ID,AI-0033,Nov,10,23.0
COUNTRY_PHARMACY_ID,AI-0033,Dec,11,13.0
COUNTRY_PHARMACY_ID,AI-0039,Jan,0,2.0
COUNTRY_PHARMACY_ID,AI-0039,Feb,1,20.0
COUNTRY_PHARMACY_ID,AI-0039,Mar,2,45.0
COUNTRY_PHARMACY_ID,AI-0039,Apr,3,32.0
COUNTRY_PHARMACY_ID,AI-0039,May,4,36.0
COUNTRY_PHARMACY_ID,AI-0039,Jun,5,48.0
COUNTRY_PHARMACY_ID,AI-0039,Jul,6,30.0
COUNTRY_PHARMACY_ID,AI-0039,Aug,7,41.0
COUNTRY_PHARMACY_ID,AI-0039,Sep,8,15.0
COUNTRY_PHARMACY_ID,AI-0039,Oct,9,19.0
COUNTRY_PHARMACY_ID,AI-0039,Nov,10,26.0
COUNTRY_PHARMACY_ID,AI-0039,Dec,11,35.0
COUNTRY_PHARMACY_ID,AI-0043,Jan,0,1607.0
COUNTRY_PHARMACY_ID,AI-0043,Feb,1,3961.0
COUNTRY_PHARMACY_ID,AI-0043,Mar,2,4145.0
COUNTRY_PHARMACY_ID,AI-0043,Apr,3,5884.0
COUNTRY_PHARMACY_ID,AI-0043,May,4,6609.0
COUNTRY_PHARMACY_ID,AI-0043,Jun,5,6398.0
COUNTRY_PHARMACY_ID,AI-0043,Jul,6,3998.0
COUNTRY_PHARMACY_ID,AI-0043,Aug,7,5043.0
COUNTRY_PHARMACY_ID,AI-0043,Sep,8,6416.0
COUNTRY_PHARMACY_ID,AI-0043,Oct,9,5352.0
COUNTRY_PHARMACY_ID,AI-0043,Nov,10,4908.0
COUNTRY_PHARMACY_ID,AI-0043,Dec,11,6720.0
COUNTRY_PHARMACY_ID,AI-0049,Jan,0,73.0
COUNTRY_PHARMACY_ID,AI-0049,Feb,1,7.0
COUNTRY_PHARMACY_ID,AI-0049,Apr,2,1.0
COUNTRY_PHARMACY_ID,AI-0049,May,3,1.0
COUNTRY_PHARMACY_ID,AI-0049,Jul,4,42.0
COUNTRY_PHARMACY_ID,AI-0049,Aug,5,9.0
COUNTRY_PHARMACY_ID,AI-0049,Sep,6,8.0
COUNTRY_PHARMACY_ID,AI-0049,Oct,7,43.0
COUNTRY_PHARMACY_ID,AI-0049,Nov,8,11.0
COUNTRY_PHARMACY_ID,AI-0049,Dec,9,7.0
COUNTRY_PHARMACY_ID,AI-0050,Jan,0,950.5
COUNTRY_PHARMACY_ID,AI-0050,Feb,1,1486.0
COUNTRY_PHARMACY_ID,AI-0050,Mar,2,2000.5
COUNTRY_PHARMACY_ID,AI-0050,Apr,3,3148.85
COUNTRY_PHARMACY_ID,AI-0050,May,4,2457.0
COUNTRY_PHARMACY_ID,AI-0050,Jun,5,2804.0
COUNTRY_PHARMACY_ID,AI-0050,Jul,6,2318.5
COUNTRY_PHARMACY_ID,AI-0050,Aug,7,2785.0
COUNTRY_PHARMACY_ID,AI-0050,Sep,8,5349.5
COUNTRY_PHARMACY_ID,AI-0050,Oct,9,4717.0
COUNTRY_PHARMACY_ID,AI-0050,Nov,10,3725.5
COUNTRY_PHARMACY_ID,AI-0050,Dec,11,3652.0
COUNTRY_PHARMACY_ID,AI-0051,Jan,0,553.0
COUNTRY_PHARMACY_ID,AI-0051,Feb,1,961.0
COUNTRY_PHARMACY_ID,AI-0051,Mar,2,754.0
COUNTRY_PHARMACY_ID,AI-0051,Apr,3,849.0
COUNTRY_PHARMACY_ID,AI-0051,May,4,710.0
COUNTRY_PHARMACY_ID,AI-0051,Jun,5,431.0
COUNTRY_PHARMACY_ID,AI-0051,Jul,6,331.0
COUNTRY_PHARMACY_ID,AI-0051,Aug,7,480.0
COUNTRY_PHARMACY_ID,AI-0051,Sep,8,840.0
COUNTRY_PHARMACY_ID,AI-0051,Oct,9,1075.0
COUNTRY_PHARMACY_ID,AI-0051,Nov,10,910.0
COUNTRY_PHARMACY_ID,AI-0051,Dec,11,1201.0
COUNTRY_PHARMACY_ID,AI-0052,Jan,0,420.0
COUNTRY_PHARMACY_ID,AI-0052,Feb,1,1498.0
COUNTRY_PHARMACY_ID,AI-0052,Mar,2,2022.0
COUNTRY_PHARMACY_ID,AI-0052,Apr,3,3078.0
COUNTRY_PHARMACY_ID,AI-0052,May,4,1275.0
COUNTRY_PHARMACY_ID,AI-0052,Jun,5,1476.0
COUNTRY_PHARMACY_ID,AI-0052,Jul,6,1194.0
COUNTRY_PHARMACY_ID,AI-0052,Aug,7,1779.0
COUNTRY_PHARMACY_ID,AI-0052,Sep,8,2186.0
COUNTRY_PHARMACY_ID,AI-0052,Oct,9,2552.0
COUNTRY_PHARMACY_ID,AI-0052,Nov,10,2827.0
COUNTRY_PHARMACY_ID,AI-0052,Dec,11,2410.0
COUNTRY_PHARMACY_ID,AI-0054,Jul,0,8.0
COUNTRY_PHARMACY_ID,AI-0057,Jan,0,6.0
COUNTRY_PHARMACY_ID,AI-0057,Feb,1,9.0
COUNTRY_PHARMACY_ID,AI-0057,Mar,2,9.0
COUNTRY_PHARMACY_ID,AI-0057,Apr,3,11.0
COUNTRY_PHARMACY_ID,AI-0057,May,4,3.0
COUNTRY_PHARMACY_ID,AI-0057,Jun,5,15.0
COUNTRY_PHARMACY_ID,AI-0057,Jul,6,18.0
COUNTRY_PHARMACY_ID,AI-0057,Aug,7,2.0
COUNTRY_PHARMACY_ID,AI-0057,Sep,8,4.0
COUNTRY_PHARMACY_ID,AI-0057,Oct,9,2.0
COUNTRY_PHARMACY_ID,AI-0057,Nov,10,13.0
COUNTRY_PHARMACY_ID,AI-0057,Dec,11,6.0
COUNTRY_PHARMACY_ID,AI-0058,Mar,0,1.0
COUNTRY_PHARMACY_ID,AI-0058,May,1,1.0
COUNTRY_PHARMACY_ID,AI-0059,Jul,0,3.0
COUNTRY_PHARMACY_ID,AI-0060,Mar,0,7.0
COUNTRY_PHARMACY_ID,AI-0060,Apr,1,6.0
COUNTRY_PHARMACY_ID,AI-0060,Dec,2,2.0
COUNTRY_PHARMACY_ID,AI-0063,Jul,0,652.0
COUNTRY_PHARMACY_ID,AI-0063,Sep,1,28.0
COUNTRY_PHARMACY_ID,AI-0063,Oct,2,6.0
COUNTRY_PHARMACY_ID,AI-0063,Nov,3,22.0
COUNTRY_PHARMACY_ID,AI-0065,Jul,0,3.0
COUNTRY_PHARMACY_ID,AI-0065,Sep,1,2.0
COUNTRY_PHARMACY_ID,AI-0065,Nov,2,1.0
COUNTRY_PHARMACY_ID,AI-0066,Jan,0,54.0
COUNTRY_PHARMACY_ID,AI-0066,Feb,1,440.5
COUNTRY_PHARMACY_ID,AI-0066,Mar,2,884.0
COUNTRY_PHARMACY_ID,AI-0066,Apr,3,1144.25
COUNTRY_PHARMACY_ID,AI-0066,May,4,692.6
COUNTRY_PHARMACY_ID,AI-0066,Jun,5,1063.0
COUNTRY_PHARMACY_ID,AI-0066,Jul,6,1229.3
COUNTRY_PHARMACY_ID,AI-0066,Aug,7,1283.0
COUNTRY_PHARMACY_ID,AI-0066,Sep,8,2129.6
COUNTRY_PHARMACY_ID,AI-0066,Oct,9,2379.0
COUNTRY_PHARMACY_ID,AI-0066,Nov,10,1611.4
COUNTRY_PHARMACY_ID,AI-0066,Dec,11,1081.2
COUNTRY_PHARMACY_ID,AI-0067,Jan,0,928.0
COUNTRY_PHARMACY_ID,AI-0067,Feb,1,1963.0
COUNTRY_PHARMACY_ID,AI-0067,Mar,2,2268.0
COUNTRY_PHARMACY_ID,AI-0067,Apr,3,3661.0
COUNTRY_PHARMACY_ID,AI-0067,May,4,4799.0
COUNTRY_PHARMACY_ID,AI-0067,Jun,5,4926.0
COUNTRY_PHARMACY_ID,AI-0067,Jul,6,3557.0
COUNTRY_PHARMACY_ID,AI-0067,Aug,7,5786.0
COUNTRY_PHARMACY_ID,AI-0067,Sep,8,5094.0
COUNTRY_PHARMACY_ID,AI-0067,Oct,9,7489.0
COUNTRY_PHARMACY_ID,AI-0067,Nov,10,5411.0
COUNTRY_PHARMACY_ID,AI-0067,Dec,11,4428.0
COUNTRY_PHARMACY_ID,AI-0068,Jan,0,2383.0
COUNTRY_PHARMACY_ID,AI-0068,Feb,1,1459.0
COUNTRY_PHARMACY_ID,AI-0068,Mar,2,3620.0
COUNTRY_PHARMACY_ID,AI-0068,Apr,3,7129.0
COUNTRY_PHARMACY_ID,AI-0068,May,4,7094.0
COUNTRY_PHARMACY_ID,AI-0068,Jun,5,8998.0
COUNTRY_PHARMACY_ID,AI-0068,Jul,6,4562.0
COUNTRY_PHARMACY_ID,AI-0068,Aug,7,3911.0
COUNTRY_PHARMACY_ID,AI-0068,Sep,8,4330.0
COUNTRY_PHARMACY_ID,AI-0068,Oct,9,6070.0
COUNTRY_PHARMACY_ID,AI-0068,Nov,10,2629.0
COUNTRY_PHARMACY_ID,AI-0068,Dec,11,4403.0
COUNTRY_PHARMACY_ID,AI-0073,Jan,0,16.0
COUNTRY_PHARMACY_ID,AI-0073,Feb,1,32.0
COUNTRY_PHARMACY_ID,AI-0073,Mar,2,40.0
COUNTRY_PHARMACY_ID,AI-0073,Apr,3,33.0
COUNTRY_PHARMACY_ID,AI-0073,May,4,30.0
COUNTRY_PHARMACY_ID,AI-0073,Jun,5,28.0
COUNTRY_PHARMACY_ID,AI-0073,Jul,6,27.0
COUNTRY_PHARMACY_ID,AI-0073,Aug,7,29.0
COUNTRY_PHARMACY_ID,AI-0073,Sep,8,34.0
COUNTRY_PHARMACY_ID,AI-0073,Oct,9,30.0
COUNTRY_PHARMACY_ID,AI-0073,Nov,10,26.0
COUNTRY_PHARMACY_ID,AI-0073,Dec,11,28.0
COUNTRY_PHARMACY_ID,AI-0075,Jan,0,1885.0
COUNTRY_PHARMACY_ID,AI-0075,Feb,1,3443.5
COUNTRY_PHARMACY_ID,AI-0075,Mar,2,4062.5
COUNTRY_PHARMACY_ID,AI-0075,Apr,3,3290.0
COUNTRY_PHARMACY_ID,AI-0075,May,4,3431.0
COUNTRY_PHARMACY_ID,AI-0075,Jun,5,4276.0
COUNTRY_PHARMACY_ID,AI-0075,Jul,6,4184.0
COUNTRY_PHARMACY_ID,AI-0075,Aug,7,4158.0
COUNTRY_PHARMACY_ID,AI-0075,Sep,8,6763.0
COUNTRY_PHARMACY_ID,AI-0075,Oct,9,4522.0
COUNTRY_PHARMACY_ID,AI-0075,Nov,10,3578.75
COUNTRY_PHARMACY_ID,AI-0075,Dec,11,3373.0
COUNTRY_PHARMACY_ID,AI-0076,Jan,0,5.0
COUNTRY_PHARMACY_ID,AI-0076,May,1,1.0
COUNTRY_PHARMACY_ID,AI-0076,Jul,2,1.0
COUNTRY_PHARMACY_ID,AI-0076,Aug,3,1.0
COUNTRY_PHARMACY_ID,AI-0076,Dec,4,2.0
COUNTRY_PHARMACY_ID,AI-0083,Jan,0,25.0
COUNTRY_PHARMACY_ID,AI-0083,Feb,1,58.0
COUNTRY_PHARMACY_ID,AI-0083,Mar,2,56.0
COUNTRY_PHARMACY_ID,AI-0083,Apr,3,58.0
COUNTRY_PHARMACY_ID,AI-0083,May,4,70.0
COUNTRY_PHARMACY_ID,AI-0083,Jun,5,52.0
COUNTRY_PHARMACY_ID,AI-0083,Jul,6,670.0
COUNTRY_PHARMACY_ID,AI-0083,Aug,7,84.0
COUNTRY_PHARMACY_ID,AI-0083,Sep,8,59.0
COUNTRY_PHARMACY_ID,AI-0083,Oct,9,60.0
COUNTRY_PHARMACY_ID,AI-0083,Nov,10,126.0
COUNTRY_PHARMACY_ID,AI-0083,Dec,11,83.0
COUNTRY_PHARMACY_ID,AI-0085,Jan,0,36.0
COUNTRY_PHARMACY_ID,AI-0085,Feb,1,32.0
COUNTRY_PHARMACY_ID,AI-0085,Mar,2,41.0
COUNTRY_PHARMACY_ID,AI-0085,Apr,3,26.0
COUNTRY_PHARMACY_ID,AI-0085,May,4,51.0
COUNTRY_PHARMACY_ID,AI-0085,Jun,5,99.0
COUNTRY_PHARMACY_ID,AI-0085,Jul,6,117.0
COUNTRY_PHARMACY_ID,AI-0085,Aug,7,143.0
COUNTRY_PHARMACY_ID,AI-0085,Sep,8,174.0
COUNTRY_PHARMACY_ID,AI-0085,Oct,9,52.0
COUNTRY_PHARMACY_ID,AI-0085,Nov,10,6.0
COUNTRY_PHARMACY_ID,AI-0087,Aug,0,65.0
COUNTRY_PHARMACY_ID,AI-0087,Sep,1,40.0
COUNTRY_PHARMACY_ID,AI-0087,Oct,2,56.0
COUNTRY_PHARMACY_ID,AI-0087,Nov,3,60.0
COUNTRY_PHARMACY_ID,AI-0087,Dec,4,53.0
COUNTRY_PHARMACY_ID,AI-0090,Jan,0,93.0
COUNTRY_PHARMACY_ID,AI-0090,Feb,1,189.0
COUNTRY_PHARMACY_ID,AI-0090,Mar,2,148.0
COUNTRY_PHARMACY_ID,AI-0090,Apr,3,47.0
COUNTRY_PHARMACY_ID,AI-0090,May,4,70.0
COUNTRY_PHARMACY_ID,AI-0090,Jun,5,113.0
COUNTRY_PHARMACY_ID,AI-0090,Jul,6,46.0
COUNTRY_PHARMACY_ID,AI-0090,Aug,7,59.0
COUNTRY_PHARMACY_ID,AI-0090,Sep,8,24.0
COUNTRY_PHARMACY_ID,AI-0090,Oct,9,68.0
COUNTRY_PHARMACY_ID,AI-0090,Nov,10,65.0
COUNTRY_PHARMACY_ID,AI-0090,Dec,11,25.0
COUNTRY_PHARMACY_ID,AI-0091,Jan,0,591.0
COUNTRY_PHARMACY_ID,AI-0091,Feb,1,166.0
COUNTRY_PHARMACY_ID,AI-0091,Mar,2,636.0
COUNTRY_PHARMACY_ID,AI-0091,Apr,3,400.0
COUNTRY_PHARMACY_ID,AI-0091,May,4,636.0
COUNTRY_PHARMACY_ID,AI-0091,Jun,5,571.0
COUNTRY_PHARMACY_ID,AI-0091,Jul,6,58.0
COUNTRY_PHARMACY_ID,AI-0091,Aug,7,250.0
COUNTRY_PHARMACY_ID,AI-0091,Sep,8,676.0
COUNTRY_PHARMACY_ID,AI-0091,Oct,9,969.0
COUNTRY_PHARMACY_ID,AI-0091,Nov,10,420.0
COUNTRY_PHARMACY_ID,AI-0091,Dec,11,677.0
COUNTRY_PHARMACY_ID,AI-0094,Jan,0,143.0
COUNTRY_PHARMACY_ID,AI-0094,Feb,1,130.0
COUNTRY_PHARMACY_ID,AI-0094,Mar,2,124.0
COUNTRY_PHARMACY_ID,AI-0094,Apr,3,296.0
COUNTRY_PHARMACY_ID,AI-0094,May,4,93.0
COUNTRY_PHARMACY_ID,AI-0094,Jun,5,232.0
COUNTRY_PHARMACY_ID,AI-0094,Jul,6,150.0
COUNTRY_PHARMACY_ID,AI-0094,Aug,7,239.0
COUNTRY_PHARMACY_ID,AI-0094,Sep,8,407.0
COUNTRY_PHARMACY_ID,AI-0094,Oct,9,528.0
COUNTRY_PHARMACY_ID,AI-0094,Nov,10,396.0
COUNTRY_PHARMACY_ID,AI-0094,Dec,11,271.0
COUNTRY_PHARMACY_ID,AI-0095,Jan,0,3.0
COUNTRY_PHARMACY_ID,AI-0095,Feb,1,113.0
COUNTRY_PHARMACY_ID,AI-0095,Mar,2,132.0
COUNTRY_PHARMACY_ID,AI-0095,Apr,3,157.0
COUNTRY_PHARMACY_ID,AI-0095,May,4,148.0
COUNTRY_PHARMACY_ID,AI-0095,Jun,5,257.0
COUNTRY_PHARMACY_ID,AI-0095,Jul,6,153.0
COUNTRY_PHARMACY_ID,AI-0095,Aug,7,236.0
COUNTRY_PHARMACY_ID,AI-0095,Sep,8,416.0
COUNTRY_PHARMACY_ID,AI-0095,Oct,9,392.0
COUNTRY_PHARMACY_ID,AI-0095,Nov,10,318.0
COUNTRY_PHARMACY_ID,AI-0095,Dec,11,154.0
COUNTRY_PHARMACY_ID,AI-0096,Jan,0,12.0
COUNTRY_PHARMACY_ID,AI-0096,Feb,1,17.0
COUNTRY_PHARMACY_ID,AI-0096,Mar,2,15.0
COUNTRY_PHARMACY_ID,AI-0096,Apr,3,30.0
COUNTRY_PHARMACY_ID,AI-0096,May,4,27.0
COUNTRY_PHARMACY_ID,AI-0096,Jun,5,22.0
COUNTRY_PHARMACY_ID,AI-0096,Jul,6,20.0
COUNTRY_PHARMACY_ID,AI-0096,Aug,7,24.0
COUNTRY_PHARMACY_ID,AI-0096,Sep,8,29.0
COUNTRY_PHARMACY_ID,AI-0096,Oct,9,17.0
COUNTRY_PHARMACY_ID,AI-0096,Nov,10,15.0
COUNTRY_PHARMACY_ID,AI-0096,Dec,11,9.0
COUNTRY_PHARMACY_ID,AI-0097,Jan,0,1689.0
COUNTRY_PHARMACY_ID,AI-0097,Feb,1,3168.0
COUNTRY_PHARMACY_ID,AI-0097,Mar,2,2754.0
COUNTRY_PHARMACY_ID,AI-0097,Apr,3,8015.0
COUNTRY_PHARMACY_ID,AI-0097,May,4,5461.0
COUNTRY_PHARMACY_ID,AI-0097,Jun,5,7109.0
COUNTRY_PHARMACY_ID,AI-0097,Jul,6,6012.0
COUNTRY_PHARMACY_ID,AI-0097,Aug,7,8187.0
COUNTRY_PHARMACY_ID,AI-0097,Sep,8,11347.0
COUNTRY_PHARMACY_ID,AI-0097,Oct,9,11557.0
COUNTRY_PHARMACY_ID,AI-0097,Nov,10,11684.0
COUNTRY_PHARMACY_ID,AI-0097,Dec,11,11813.0
COUNTRY_PHARMACY_ID,AI-0098,Jan,0,25.0
COUNTRY_PHARMACY_ID,AI-0098,Feb,1,60.0
COUNTRY_PHARMACY_ID,AI-0098,Mar,2,325.0
COUNTRY_PHARMACY_ID,AI-0098,Apr,3,510.0
COUNTRY_PHARMACY_ID,AI-0098,May,4,390.0
COUNTRY_PHARMACY_ID,AI-0098,Jun,5,420.0
COUNTRY_PHARMACY_ID,AI-0098,Jul,6,356.0
COUNTRY_PHARMACY_ID,AI-0098,Aug,7,390.0
COUNTRY_PHARMACY_ID,AI-0098,Sep,8,418.0
COUNTRY_PHARMACY_ID,AI-0098,Oct,9,498.0
COUNTRY_PHARMACY_ID,AI-0098,Nov,10,420.0
COUNTRY_PHARMACY_ID,AI-0098,Dec,11,427.0
COUNTRY_PHARMACY_ID,AI-0099,Jan,0,10.0
COUNTRY_PHARMACY_ID,AI-0099,Feb,1,8.0
COUNTRY_PHARMACY_ID,AI-0099,Mar,2,8.0
COUNTRY_PHARMACY_ID,AI-0099,Apr,3,3.0
COUNTRY_PHARMACY_ID,AI-0099,May,4,9.0
COUNTRY_PHARMACY_ID,AI-0099,Jun,5,20.0
COUNTRY_PHARMACY_ID,AI-0099,Jul,6,27.0
COUNTRY_PHARMACY_ID,AI-0099,Aug,7,15.0
COUNTRY_PHARMACY_ID,AI-0099,Sep,8,10.0
COUNTRY_PHARMACY_ID,AI-0099,Oct,9,3.0
COUNTRY_PHARMACY_ID,AI-0099,Nov,10,13.0
COUNTRY_PHARMACY_ID,AI-0099,Dec,11,23.0
COUNTRY_PHARMACY_ID,AI-0100,Mar,0,30.0
COUNTRY_PHARMACY_ID,AI-0102,Jan,0,117.0
COUNTRY_PHARMACY_ID,AI-0102,Feb,1,807.0
COUNTRY_PHARMACY_ID,AI-0102,Mar,2,185.0
COUNTRY_PHARMACY_ID,AI-0102,Aug,3,608.0
COUNTRY_PHARMACY_ID,AI-0102,Sep,4,1100.0
COUNTRY_PHARMACY_ID,AI-0102,Oct,5,715.0
COUNTRY_PHARMACY_ID,AI-0102,Nov,6,10.0
COUNTRY_PHARMACY_ID,AI-0103,Feb,0,15.0
COUNTRY_PHARMACY_ID,AI-0103,Mar,1,6.0
COUNTRY_PHARMACY_ID,AI-0103,Apr,2,44.0
COUNTRY_PHARMACY_ID,AI-0103,May,3,15.0
COUNTRY_PHARMACY_ID,AI-0103,Jun,4,65.0
COUNTRY_PHARMACY_ID,AI-0103,Aug,5,56.0
COUNTRY_PHARMACY_ID,AI-0103,Dec,6,84.0
COUNTRY_PHARMACY_ID,AI-0106,Jan,0,920.0
COUNTRY_PHARMACY_ID,AI-0106,Feb,1,1801.0
COUNTRY_PHARMACY_ID,AI-0106,Mar,2,2614.0
COUNTRY_PHARMACY_ID,AI-0106,Apr,3,4448.0
COUNTRY_PHARMACY_ID,AI-0106,May,4,6255.0
COUNTRY_PHARMACY_ID,AI-0106,Jun,5,8067.0
COUNTRY_PHARMACY_ID,AI-0106,Jul,6,5687.0
COUNTRY_PHARMACY_ID,AI-0106,Aug,7,7840.0
COUNTRY_PHARMACY_ID,AI-0106,Sep,8,7365.0
COUNTRY_PHARMACY_ID,AI-0106,Oct,9,9045.0
COUNTRY_PHARMACY_ID,AI-0106,Nov,10,4617.5
COUNTRY_PHARMACY_ID,AI-0106,Dec,11,9480.5
COUNTRY_PHARMACY_ID,AI-0107,Dec,0,6.0
COUNTRY_PHARMACY_ID,AI-0109,Nov,0,10.0
COUNTRY_PHARMACY_ID,AI-0109,Dec,1,23.0
COUNTRY_PHARMACY_ID,AI-0110,Jan,0,250.0
COUNTRY_PHARMACY_ID,AI-0110,Feb,1,648.0
COUNTRY_PHARMACY_ID,AI-0110,Mar,2,602.0
COUNTRY_PHARMACY_ID,AI-0110,Apr,3,633.0
COUNTRY_PHARMACY_ID,AI-0110,May,4,831.0
COUNTRY_PHARMACY_ID,AI-0110,Jun,5,1044.0
COUNTRY_PHARMACY_ID,AI-0110,Jul,6,1149.0
COUNTRY_PHARMACY_ID,AI-0110,Aug,7,1106.0
COUNTRY_PHARMACY_ID,AI-0110,Sep,8,907.0
COUNTRY_PHARMACY_ID,AI-0110,Oct,9,941.0
COUNTRY_PHARMACY_ID,AI-0110,Nov,10,749.0
COUNTRY_PHARMACY_ID,AI-0110,Dec,11,998.0
COUNTRY_PHARMACY_ID,AI-0113,Feb,0,6.0
COUNTRY_PHARMACY_ID,AI-0113,Jun,1,8.0
COUNTRY_PHARMACY_ID,AI-0113,Aug,2,18.0
COUNTRY_PHARMACY_ID,AI-0113,Sep,3,2.0
COUNTRY_PHARMACY_ID,AI-0113,Oct,4,5.0
COUNTRY_PHARMACY_ID,AI-0114,Jan,0,1086.0
COUNTRY_PHARMACY_ID,AI-0114,Feb,1,2495.0
COUNTRY_PHARMACY_ID,AI-0114,Mar,2,2512.0
