country,brand_name,ther_area,hospital_rate,main_package,biological,small_molecule
COUNTRY_PHARMACY_ID,AI-0070,P-000,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0073,Phap,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0074,Infa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0075,Rama,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0076,Sanb,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0077,Phyt,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0078,Infa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0079,btl,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0080,Nova,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0081,Phap,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0082,Prat,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0083,Mari,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0084,Prom,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0085,Bern,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0086,Mari,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0087,Aptk,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0088,Phar,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0089,Intr,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0090,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0091,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0092,Temp,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0093,Temp,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0094,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0095,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0096,Aven,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0097,Nich,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0098,Asca,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0099,Glax,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0100,Pfiz,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0101,Aptk,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0102,Otto,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0103,Kifa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0104,Aptk,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0105,Bern,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0106,Land,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0107,Soho,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0108,Bern,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0109,Hexp,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0110,Otsu,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0111,Phap,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0112,Mers,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0113,Tana,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0114,Dava,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0115,Cend,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0116,Ikap,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0117,tab,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0118,Graf,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0119,Graf,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0120,Yari,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0121,Comb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0122,amp,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0123,Comb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0124,Cors,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0125,Ethi,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0126,Boeh,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0127,Biof,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0128,Biof,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0129,Glax,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0130,Glax,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0131,Roch,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0132,Gski,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0133,Soho,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0134,Soho,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0135,Soho,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0136,Dexa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0137,Alco,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0138,Mers,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0139,tab drag,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0140,Tab,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0141,Phap,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0142,Phap,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0143,Boeh,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0144,tube,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0145,Dank,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0146,Dank,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0147,Abbt,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0148,Tube,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0149,tube,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0150,Sand,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0151,Dava,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0152,Serv,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0153,Prat,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0154,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0155,Boeh,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0156,Hexp,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0157,Nove,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0158,Kalb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0159,Roch,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0160,Bayr,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0161,Take,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0162,Sanb,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0163,Kalb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0164,Kalb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0165,Kalb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0166,Asca,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0167,Asca,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0168,Aptk,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0169,Graf,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0170,Graf,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0171,Bern,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0172,Bern,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0173,Nufa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0174,Dava,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0175,Dava,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0176,Boeh,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0177,Ethi,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0178,Ethi,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0179,Ferr,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0180,Prat,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0181,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0182,Dexa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0183,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0184,Luca,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0185,Pfiz,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0186,Pfiz,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0187,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0188,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0189,Take,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0190,Take,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0191,Hexp,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0192,Hexp,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0193,Hexp,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0194,Infa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0195,Sand,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0196,Kalb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0197,Pfiz,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0198,Comb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0199,Comb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0200,Sano,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0201,Sano,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0202,Sano,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0203,Pfiz,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0204,Pfiz,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0205,Prat,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0206,Kifa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0207,Asca,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0208,Boeh,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0209,Merc,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0210,Ifar,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0211,Dava,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0212,Hexp,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0213,Soho,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0214,Hexp,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0215,Dexa,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0216,Hexp,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0217,Kifa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0218,Dexa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0219,Infa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0220,Hexp,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0221,Nove,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0222,Bern,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0223,Roch,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0224,Cend,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0225,Cend,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0226,btl,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0227,Cend,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0228,Cend,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0229,"Klora,",,Others,False,True
COUNTRY_PHARMACY_ID,AI-0230,Unknown_ther_area,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0231,tube,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0232,Mers,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0233,Mers,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0234,Infa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0235,Dank,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0236,Nova,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0237,Nova,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0238,Ethi,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0239,Comb,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0240,Comb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0241,Hexp,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0242,Infa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0243,Infa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0244,Infa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0245,Glob,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0246,Ifar,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0247,Acta,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0248,Kifa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0249,Erla,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0250,Bern,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0251,Mari,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0252,Phar,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0253,Bern,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0254,Hexp,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0255,Hexp,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0256,Kalb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0257,Kalb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0258,Kifa,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0259,Kifa,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0260,Bern,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0261,Infa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0262,Intr,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0263,Infa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0264,Infa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0265,Kalb,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0266,btl,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0267,Rama,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0268,Mers,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0269,Cors,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0270,Cors,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0271,Infa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0272,Hexp,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0273,Ikap,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0274,Sand,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0275,Nove,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0276,Mers,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0277,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0278,Cend,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0279,Infa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0280,Nova,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0281,Kifa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0282,Kifa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0283,Kifa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0284,Kifa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0285,Kifa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0286,"G,",,Others,False,True
COUNTRY_PHARMACY_ID,AI-0287,"G,",,Others,False,True
COUNTRY_PHARMACY_ID,AI-0288,Sanb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0289,",",,Others,False,True
COUNTRY_PHARMACY_ID,AI-0290,Bbmi,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0291,Boeh,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0292,Merc,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0293,Merc,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0294,Cend,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0295,Roch,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0296,Sano,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0297,Dexa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0298,Prat,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0299,Prat,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0300,Soho,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0301,Kalb,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0302,Glob,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0303,Prat,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0304,Glob,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0305,Kalb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0306,Kalb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0307,Soho,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0308,B6,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0309,Apex,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0310,Kalb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0311,Kalb,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0312,Nove,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0313,Nove,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0314,Nove,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0315,Comb,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0316,Ferr,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0317,Ferr,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0318,Dipa,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0319,Mers,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0320,Mers,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0321,Hexp,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0322,Dava,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0323,Dava,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0324,Nove,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0325,Temp,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0326,Temp,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0327,Temp,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0328,Temp,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0329,Temp,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0330,Temp,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0331,Temp,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0332,Temp,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0333,Temp,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0334,PP,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0335,PP,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0336,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0337,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0338,Mari,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0339,Phap,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0340,Rama,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0341,Mari,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0342,Erli,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0343,tube,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0344,Abbt,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0345,Abbt,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0346,Abbt,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0347,Abbt,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0348,Acta,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0349,Nova,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0350,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0351,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0352,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0353,Dexa,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0354,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0356,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0357,tube,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0358,Erli,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0359,Rama,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0360,Infa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0361,Bern,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0362,Bern,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0363,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0364,sachet,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0365,Serv,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0366,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0367,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0368,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0369,Infa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0370,Kifa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0371,Bbmi,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0372,Aptk,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0373,Phap,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0374,Yari,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0375,Pfiz,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0376,Dexa,,PILL,False,True
COUNTRY_PHARMACY_ID,AI-0377,Dipa,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0378,Nove,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0379,Sanb,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0380,Ferr,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0381,Ferr,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0382,Ferr,,INJECTION,False,True
COUNTRY_PHARMACY_ID,AI-0383,Ifar,,Others,False,True
COUNTRY_PHARMACY_ID,AI-0384,Mers,,INJECTION,False,True
