2025-11-29 17:05:12,107 - __main__ - INFO - Starting experiment: 2025-11-29_17-05_arihow_scenario2
2025-11-29 17:05:12,155 - __main__ - INFO - Config snapshot saved to /Users/armanfeili/code/New Projects/novartis_datathon_2025/artifacts/2025-11-29_17-05_arihow_scenario2/configs (hash: 3afb31a0)
2025-11-29 17:05:12,155 - __main__ - INFO - Config hash: 3afb31a0
2025-11-29 17:05:12,176 - src.utils - INFO - [Load features (cached)] starting...
2025-11-29 17:05:12,176 - src.utils - INFO - [Load cached features for train S2 train] starting...
2025-11-29 17:05:12,176 - src.features - INFO - Loading cached features from /Users/armanfeili/code/New Projects/novartis_datathon_2025/data/processed/features_train_s2_train.parquet
2025-11-29 17:05:12,264 - src.features - INFO - Loaded X: (35154, 99), y: 35154
2025-11-29 17:05:12,264 - src.utils - INFO - [Load cached features for train S2 train] done in 0.088s
2025-11-29 17:05:12,280 - src.utils - INFO - [Load cached train panel] starting...
2025-11-29 17:05:12,281 - src.data - INFO - Loading cached panel from /Users/armanfeili/code/New Projects/novartis_datathon_2025/data/interim/panel_train.parquet
2025-11-29 17:05:12,297 - src.data - INFO - Loaded 93,744 rows, 19 columns
2025-11-29 17:05:12,297 - src.utils - INFO - [Load cached train panel] done in 0.017s
2025-11-29 17:05:12,299 - src.utils - INFO - [Load features (cached)] done in 0.122s
2025-11-29 17:05:12,300 - src.utils - INFO - [Create validation split] starting...
2025-11-29 17:05:12,325 - src.validation - WARNING - Grouping 1 rare stratification classes (< 195 series) into 'OTHER'
2025-11-29 17:05:12,424 - src.validation - INFO - Train series: 1562, Val series: 391
2025-11-29 17:05:12,424 - src.validation - INFO - Train rows: 28,116, Val rows: 7,038
2025-11-29 17:05:12,426 - src.validation - INFO - Train bucket distribution:
bucket
2    0.933419
1    0.066581
2025-11-29 17:05:12,427 - src.validation - INFO - Val bucket distribution:
bucket
2    0.933504
1    0.066496
2025-11-29 17:05:12,427 - src.utils - INFO - [Create validation split] done in 0.127s
2025-11-29 17:05:12,459 - __main__ - INFO - Features: 101 columns
2025-11-29 17:05:12,459 - __main__ - INFO - Meta: 9 columns
2025-11-29 17:05:12,467 - __main__ - INFO - Features: 101 columns
2025-11-29 17:05:12,467 - __main__ - INFO - Meta: 9 columns
2025-11-29 17:05:12,620 - __main__ - INFO - Sample weights - min: 0.63, max: 3.13, mean: 1.00
2025-11-29 17:06:19,214 - src.models.arihow - WARNING - Brand ('COUNTRY_0309', 'BRAND_E356') not in fitted models, using fallback
2025-11-29 17:06:19,219 - src.models.arihow - WARNING - Brand ('COUNTRY_0309', 'BRAND_E7B0') not in fitted models, using fallback
2025-11-29 17:06:19,223 - src.models.arihow - WARNING - Brand ('COUNTRY_0309', 'BRAND_ED76') not in fitted models, using fallback
2025-11-29 17:06:19,227 - src.models.arihow - WARNING - Brand ('COUNTRY_0309', 'BRAND_FD42') not in fitted models, using fallback
2025-11-29 17:06:19,237 - src.models.arihow - WARNING - Brand ('COUNTRY_0309', 'BRAND_FE76') not in fitted models, using fallback
2025-11-29 17:06:19,240 - src.models.arihow - WARNING - Brand ('COUNTRY_0309', 'BRAND_FF98') not in fitted models, using fallback
2025-11-29 17:06:19,244 - src.models.arihow - WARNING - Brand ('COUNTRY_0538', 'BRAND_D8F1') not in fitted models, using fallback
2025-11-29 17:06:19,250 - src.models.arihow - WARNING - Brand ('COUNTRY_06E4', 'BRAND_1147') not in fitted models, using fallback
2025-11-29 17:06:19,254 - src.models.arihow - WARNING - Brand ('COUNTRY_06E4', 'BRAND_5375') not in fitted models, using fallback
2025-11-29 17:06:19,257 - src.models.arihow - WARNING - Brand ('COUNTRY_06E4', 'BRAND_562D') not in fitted models, using fallback
2025-11-29 17:06:19,260 - src.models.arihow - WARNING - Brand ('COUNTRY_06E4', 'BRAND_596C') not in fitted models, using fallback
2025-11-29 17:06:19,267 - src.models.arihow - WARNING - Brand ('COUNTRY_06E4', 'BRAND_89FE') not in fitted models, using fallback
2025-11-29 17:06:19,271 - src.models.arihow - WARNING - Brand ('COUNTRY_06E4', 'BRAND_9671') not in fitted models, using fallback
2025-11-29 17:06:19,274 - src.models.arihow - WARNING - Brand ('COUNTRY_06E4', 'BRAND_9925') not in fitted models, using fallback
2025-11-29 17:06:19,277 - src.models.arihow - WARNING - Brand ('COUNTRY_06E4', 'BRAND_9A7C') not in fitted models, using fallback
2025-11-29 17:06:19,287 - src.models.arihow - WARNING - Brand ('COUNTRY_06E4', 'BRAND_A84E') not in fitted models, using fallback
2025-11-29 17:06:19,290 - src.models.arihow - WARNING - Brand ('COUNTRY_06E4', 'BRAND_AC8E') not in fitted models, using fallback
2025-11-29 17:06:19,295 - src.models.arihow - WARNING - Brand ('COUNTRY_06E4', 'BRAND_ACB8') not in fitted models, using fallback
2025-11-29 17:06:19,301 - src.models.arihow - WARNING - Brand ('COUNTRY_06E4', 'BRAND_D9E0') not in fitted models, using fallback
2025-11-29 17:06:19,306 - src.models.arihow - WARNING - Brand ('COUNTRY_06E4', 'BRAND_E356') not in fitted models, using fallback
2025-11-29 17:06:19,310 - src.models.arihow - WARNING - Brand ('COUNTRY_06E4', 'BRAND_FD0D') not in fitted models, using fallback
2025-11-29 17:06:19,318 - src.models.arihow - WARNING - Brand ('COUNTRY_0C7D', 'BRAND_0DC5') not in fitted models, using fallback
2025-11-29 17:06:19,322 - src.models.arihow - WARNING - Brand ('COUNTRY_0C7D', 'BRAND_118A') not in fitted models, using fallback
2025-11-29 17:06:19,326 - src.models.arihow - WARNING - Brand ('COUNTRY_0C7D', 'BRAND_BECC') not in fitted models, using fallback
2025-11-29 17:06:19,333 - src.models.arihow - WARNING - Brand ('COUNTRY_0C7D', 'BRAND_FB8A') not in fitted models, using fallback
2025-11-29 17:06:19,338 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_09BA') not in fitted models, using fallback
2025-11-29 17:06:19,342 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_0D48') not in fitted models, using fallback
2025-11-29 17:06:19,345 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_1DF6') not in fitted models, using fallback
2025-11-29 17:06:19,353 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_2F6C') not in fitted models, using fallback
2025-11-29 17:06:19,356 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_3C69') not in fitted models, using fallback
2025-11-29 17:06:19,361 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_448B') not in fitted models, using fallback
2025-11-29 17:06:19,369 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_4C89') not in fitted models, using fallback
2025-11-29 17:06:19,373 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_5636') not in fitted models, using fallback
2025-11-29 17:06:19,377 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_5E92') not in fitted models, using fallback
2025-11-29 17:06:19,383 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_64B8') not in fitted models, using fallback
2025-11-29 17:06:19,389 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_922E') not in fitted models, using fallback
2025-11-29 17:06:19,393 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_9A7C') not in fitted models, using fallback
2025-11-29 17:06:19,399 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_BABE') not in fitted models, using fallback
2025-11-29 17:06:19,405 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_D9E0') not in fitted models, using fallback
2025-11-29 17:06:19,408 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_ED43') not in fitted models, using fallback
2025-11-29 17:06:19,413 - src.models.arihow - WARNING - Brand ('COUNTRY_1007', 'BRAND_EE1E') not in fitted models, using fallback
2025-11-29 17:06:19,419 - src.models.arihow - WARNING - Brand ('COUNTRY_221C', 'BRAND_52CE') not in fitted models, using fallback
2025-11-29 17:06:19,423 - src.models.arihow - WARNING - Brand ('COUNTRY_221C', 'BRAND_D35F') not in fitted models, using fallback
2025-11-29 17:06:19,427 - src.models.arihow - WARNING - Brand ('COUNTRY_221C', 'BRAND_DD55') not in fitted models, using fallback
2025-11-29 17:06:19,436 - src.models.arihow - WARNING - Brand ('COUNTRY_2AFC', 'BRAND_87EC') not in fitted models, using fallback
2025-11-29 17:06:19,440 - src.models.arihow - WARNING - Brand ('COUNTRY_2AFC', 'BRAND_E50F') not in fitted models, using fallback
2025-11-29 17:06:19,444 - src.models.arihow - WARNING - Brand ('COUNTRY_2E65', 'BRAND_127A') not in fitted models, using fallback
2025-11-29 17:06:19,451 - src.models.arihow - WARNING - Brand ('COUNTRY_2E65', 'BRAND_568F') not in fitted models, using fallback
2025-11-29 17:06:19,456 - src.models.arihow - WARNING - Brand ('COUNTRY_2E65', 'BRAND_72C6') not in fitted models, using fallback
2025-11-29 17:06:19,460 - src.models.arihow - WARNING - Brand ('COUNTRY_2E65', 'BRAND_DF2E') not in fitted models, using fallback
2025-11-29 17:06:19,467 - src.models.arihow - WARNING - Brand ('COUNTRY_2E65', 'BRAND_E7D1') not in fitted models, using fallback
2025-11-29 17:06:19,472 - src.models.arihow - WARNING - Brand ('COUNTRY_2E65', 'BRAND_FB8A') not in fitted models, using fallback
2025-11-29 17:06:19,476 - src.models.arihow - WARNING - Brand ('COUNTRY_3536', 'BRAND_1C1E') not in fitted models, using fallback
2025-11-29 17:06:19,482 - src.models.arihow - WARNING - Brand ('COUNTRY_3536', 'BRAND_2685') not in fitted models, using fallback
2025-11-29 17:06:19,488 - src.models.arihow - WARNING - Brand ('COUNTRY_3536', 'BRAND_41B7') not in fitted models, using fallback
2025-11-29 17:06:19,492 - src.models.arihow - WARNING - Brand ('COUNTRY_3536', 'BRAND_FD42') not in fitted models, using fallback
2025-11-29 17:06:19,499 - src.models.arihow - WARNING - Brand ('COUNTRY_3AD0', 'BRAND_3CFF') not in fitted models, using fallback
2025-11-29 17:06:19,504 - src.models.arihow - WARNING - Brand ('COUNTRY_3AD0', 'BRAND_4EAA') not in fitted models, using fallback
2025-11-29 17:06:19,510 - src.models.arihow - WARNING - Brand ('COUNTRY_3AD0', 'BRAND_9925') not in fitted models, using fallback
2025-11-29 17:06:19,516 - src.models.arihow - WARNING - Brand ('COUNTRY_3AD0', 'BRAND_A4D1') not in fitted models, using fallback
2025-11-29 17:06:19,521 - src.models.arihow - WARNING - Brand ('COUNTRY_3AD0', 'BRAND_B14B') not in fitted models, using fallback
2025-11-29 17:06:19,525 - src.models.arihow - WARNING - Brand ('COUNTRY_3AD0', 'BRAND_C967') not in fitted models, using fallback
2025-11-29 17:06:19,529 - src.models.arihow - WARNING - Brand ('COUNTRY_3AD0', 'BRAND_DB48') not in fitted models, using fallback
2025-11-29 17:06:19,537 - src.models.arihow - WARNING - Brand ('COUNTRY_3AD0', 'BRAND_EE1E') not in fitted models, using fallback
2025-11-29 17:06:19,542 - src.models.arihow - WARNING - Brand ('COUNTRY_3AD0', 'BRAND_F7AB') not in fitted models, using fallback
2025-11-29 17:06:19,545 - src.models.arihow - WARNING - Brand ('COUNTRY_3AD0', 'BRAND_FB8A') not in fitted models, using fallback
2025-11-29 17:06:19,553 - src.models.arihow - WARNING - Brand ('COUNTRY_4242', 'BRAND_3E0C') not in fitted models, using fallback
2025-11-29 17:06:19,557 - src.models.arihow - WARNING - Brand ('COUNTRY_4242', 'BRAND_467B') not in fitted models, using fallback
2025-11-29 17:06:19,563 - src.models.arihow - WARNING - Brand ('COUNTRY_4242', 'BRAND_FD42') not in fitted models, using fallback
2025-11-29 17:06:19,570 - src.models.arihow - WARNING - Brand ('COUNTRY_4253', 'BRAND_127B') not in fitted models, using fallback
2025-11-29 17:06:19,574 - src.models.arihow - WARNING - Brand ('COUNTRY_4253', 'BRAND_3CFF') not in fitted models, using fallback
2025-11-29 17:06:19,582 - src.models.arihow - WARNING - Brand ('COUNTRY_4253', 'BRAND_7710') not in fitted models, using fallback
2025-11-29 17:06:19,588 - src.models.arihow - WARNING - Brand ('COUNTRY_4253', 'BRAND_956D') not in fitted models, using fallback
2025-11-29 17:06:19,594 - src.models.arihow - WARNING - Brand ('COUNTRY_4253', 'BRAND_97F1') not in fitted models, using fallback
2025-11-29 17:06:19,605 - src.models.arihow - WARNING - Brand ('COUNTRY_4253', 'BRAND_9925') not in fitted models, using fallback
2025-11-29 17:06:19,608 - src.models.arihow - WARNING - Brand ('COUNTRY_4253', 'BRAND_F94A') not in fitted models, using fallback
2025-11-29 17:06:19,615 - src.models.arihow - WARNING - Brand ('COUNTRY_4442', 'BRAND_2096') not in fitted models, using fallback
2025-11-29 17:06:19,623 - src.models.arihow - WARNING - Brand ('COUNTRY_4442', 'BRAND_9925') not in fitted models, using fallback
2025-11-29 17:06:19,626 - src.models.arihow - WARNING - Brand ('COUNTRY_4442', 'BRAND_C20B') not in fitted models, using fallback
2025-11-29 17:06:19,633 - src.models.arihow - WARNING - Brand ('COUNTRY_4442', 'BRAND_DEC7') not in fitted models, using fallback
2025-11-29 17:06:19,638 - src.models.arihow - WARNING - Brand ('COUNTRY_4442', 'BRAND_FB8A') not in fitted models, using fallback
2025-11-29 17:06:19,644 - src.models.arihow - WARNING - Brand ('COUNTRY_445D', 'BRAND_01A7') not in fitted models, using fallback
2025-11-29 17:06:19,652 - src.models.arihow - WARNING - Brand ('COUNTRY_445D', 'BRAND_0550') not in fitted models, using fallback
2025-11-29 17:06:19,656 - src.models.arihow - WARNING - Brand ('COUNTRY_445D', 'BRAND_09B1') not in fitted models, using fallback
2025-11-29 17:06:19,660 - src.models.arihow - WARNING - Brand ('COUNTRY_445D', 'BRAND_3FE4') not in fitted models, using fallback
2025-11-29 17:06:19,666 - src.models.arihow - WARNING - Brand ('COUNTRY_445D', 'BRAND_52CE') not in fitted models, using fallback
2025-11-29 17:06:19,671 - src.models.arihow - WARNING - Brand ('COUNTRY_445D', 'BRAND_68B4') not in fitted models, using fallback
2025-11-29 17:06:19,674 - src.models.arihow - WARNING - Brand ('COUNTRY_445D', 'BRAND_8B73') not in fitted models, using fallback
2025-11-29 17:06:19,680 - src.models.arihow - WARNING - Brand ('COUNTRY_445D', 'BRAND_A4D1') not in fitted models, using fallback
2025-11-29 17:06:19,686 - src.models.arihow - WARNING - Brand ('COUNTRY_445D', 'BRAND_ACB8') not in fitted models, using fallback
2025-11-29 17:06:19,690 - src.models.arihow - WARNING - Brand ('COUNTRY_445D', 'BRAND_BC62') not in fitted models, using fallback
2025-11-29 17:06:19,698 - src.models.arihow - WARNING - Brand ('COUNTRY_445D', 'BRAND_EA5E') not in fitted models, using fallback
2025-11-29 17:06:19,703 - src.models.arihow - WARNING - Brand ('COUNTRY_445D', 'BRAND_FB8A') not in fitted models, using fallback
2025-11-29 17:06:19,707 - src.models.arihow - WARNING - Brand ('COUNTRY_445D', 'BRAND_FD42') not in fitted models, using fallback
2025-11-29 17:06:19,710 - src.models.arihow - WARNING - Brand ('COUNTRY_4D4A', 'BRAND_956D') not in fitted models, using fallback
2025-11-29 17:06:19,719 - src.models.arihow - WARNING - Brand ('COUNTRY_5180', 'BRAND_1C1E') not in fitted models, using fallback
2025-11-29 17:06:19,723 - src.models.arihow - WARNING - Brand ('COUNTRY_5180', 'BRAND_2096') not in fitted models, using fallback
2025-11-29 17:06:19,727 - src.models.arihow - WARNING - Brand ('COUNTRY_5180', 'BRAND_36FD') not in fitted models, using fallback
2025-11-29 17:06:19,736 - src.models.arihow - WARNING - Brand ('COUNTRY_5180', 'BRAND_3E0C') not in fitted models, using fallback
2025-11-29 17:06:19,739 - src.models.arihow - WARNING - Brand ('COUNTRY_5180', 'BRAND_467B') not in fitted models, using fallback
2025-11-29 17:06:19,745 - src.models.arihow - WARNING - Brand ('COUNTRY_5180', 'BRAND_50AA') not in fitted models, using fallback
2025-11-29 17:06:19,753 - src.models.arihow - WARNING - Brand ('COUNTRY_5180', 'BRAND_52CE') not in fitted models, using fallback
2025-11-29 17:06:19,757 - src.models.arihow - WARNING - Brand ('COUNTRY_5180', 'BRAND_5375') not in fitted models, using fallback
2025-11-29 17:06:19,761 - src.models.arihow - WARNING - Brand ('COUNTRY_5180', 'BRAND_8CB1') not in fitted models, using fallback
2025-11-29 17:06:19,769 - src.models.arihow - WARNING - Brand ('COUNTRY_5180', 'BRAND_9EFF') not in fitted models, using fallback
2025-11-29 17:06:19,773 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_05EF') not in fitted models, using fallback
2025-11-29 17:06:19,777 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_1F44') not in fitted models, using fallback
2025-11-29 17:06:19,784 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_25E6') not in fitted models, using fallback
2025-11-29 17:06:19,791 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_31BE') not in fitted models, using fallback
2025-11-29 17:06:19,799 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_35BB') not in fitted models, using fallback
2025-11-29 17:06:19,803 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_52CE') not in fitted models, using fallback
2025-11-29 17:06:19,808 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_52DF') not in fitted models, using fallback
2025-11-29 17:06:19,814 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_562D') not in fitted models, using fallback
2025-11-29 17:06:19,822 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_71D1') not in fitted models, using fallback
2025-11-29 17:06:19,825 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_87FC') not in fitted models, using fallback
2025-11-29 17:06:19,830 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_9441') not in fitted models, using fallback
2025-11-29 17:06:19,837 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_A438') not in fitted models, using fallback
2025-11-29 17:06:19,841 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_DB48') not in fitted models, using fallback
2025-11-29 17:06:19,849 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_E832') not in fitted models, using fallback
2025-11-29 17:06:19,853 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_ED00') not in fitted models, using fallback
2025-11-29 17:06:19,858 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_ED76') not in fitted models, using fallback
2025-11-29 17:06:19,861 - src.models.arihow - WARNING - Brand ('COUNTRY_53A5', 'BRAND_EFE3') not in fitted models, using fallback
2025-11-29 17:06:19,869 - src.models.arihow - WARNING - Brand ('COUNTRY_551F', 'BRAND_3433') not in fitted models, using fallback
2025-11-29 17:06:19,873 - src.models.arihow - WARNING - Brand ('COUNTRY_551F', 'BRAND_4A2D') not in fitted models, using fallback
2025-11-29 17:06:19,877 - src.models.arihow - WARNING - Brand ('COUNTRY_551F', 'BRAND_64B8') not in fitted models, using fallback
2025-11-29 17:06:19,884 - src.models.arihow - WARNING - Brand ('COUNTRY_551F', 'BRAND_D71B') not in fitted models, using fallback
2025-11-29 17:06:19,889 - src.models.arihow - WARNING - Brand ('COUNTRY_551F', 'BRAND_D8AA') not in fitted models, using fallback
2025-11-29 17:06:19,895 - src.models.arihow - WARNING - Brand ('COUNTRY_551F', 'BRAND_F30D') not in fitted models, using fallback
2025-11-29 17:06:19,903 - src.models.arihow - WARNING - Brand ('COUNTRY_560D', 'BRAND_5D2C') not in fitted models, using fallback
2025-11-29 17:06:19,906 - src.models.arihow - WARNING - Brand ('COUNTRY_560D', 'BRAND_716B') not in fitted models, using fallback
2025-11-29 17:06:19,911 - src.models.arihow - WARNING - Brand ('COUNTRY_560D', 'BRAND_748D') not in fitted models, using fallback
2025-11-29 17:06:19,917 - src.models.arihow - WARNING - Brand ('COUNTRY_560D', 'BRAND_956D') not in fitted models, using fallback
2025-11-29 17:06:19,922 - src.models.arihow - WARNING - Brand ('COUNTRY_560D', 'BRAND_BECC') not in fitted models, using fallback
2025-11-29 17:06:19,925 - src.models.arihow - WARNING - Brand ('COUNTRY_560D', 'BRAND_ED8D') not in fitted models, using fallback
2025-11-29 17:06:19,931 - src.models.arihow - WARNING - Brand ('COUNTRY_560D', 'BRAND_FB8A') not in fitted models, using fallback
2025-11-29 17:06:19,939 - src.models.arihow - WARNING - Brand ('COUNTRY_5FEB', 'BRAND_1DF6') not in fitted models, using fallback
2025-11-29 17:06:19,943 - src.models.arihow - WARNING - Brand ('COUNTRY_5FEB', 'BRAND_33E8') not in fitted models, using fallback
2025-11-29 17:06:19,951 - src.models.arihow - WARNING - Brand ('COUNTRY_5FEB', 'BRAND_8619') not in fitted models, using fallback
2025-11-29 17:06:19,955 - src.models.arihow - WARNING - Brand ('COUNTRY_5FEB', 'BRAND_C1E0') not in fitted models, using fallback
2025-11-29 17:06:19,959 - src.models.arihow - WARNING - Brand ('COUNTRY_5FEB', 'BRAND_F00E') not in fitted models, using fallback
2025-11-29 17:06:19,966 - src.models.arihow - WARNING - Brand ('COUNTRY_6B71', 'BRAND_568F') not in fitted models, using fallback
2025-11-29 17:06:19,970 - src.models.arihow - WARNING - Brand ('COUNTRY_6B71', 'BRAND_8E05') not in fitted models, using fallback
2025-11-29 17:06:19,974 - src.models.arihow - WARNING - Brand ('COUNTRY_6B71', 'BRAND_AAE9') not in fitted models, using fallback
