country,brand_name,bucket,time_to_50pct,erosion_first_6m,final_equilibrium
COUNTRY_0309,BRAND_C967,2,5.0,0.34137512993275243,0.347422053413027
COUNTRY_0309,BRAND_D064,2,11.0,0.3506827683918369,0.3770708606974327
COUNTRY_0309,BRAND_D72F,2,15.0,0.23054009407984388,0.6251550349497969
COUNTRY_0309,BRAND_D8AA,2,10.0,0.310007323820372,0.3830886816857833
COUNTRY_0309,BRAND_DB48,2,3.0,0.43969393770952814,0.2265384422661841
COUNTRY_0309,BRAND_DE42,2,4.0,0.38646742551653623,0.22442965143213103
COUNTRY_0309,BRAND_E356,2,9.0,0.29769790465547297,0.2988205614709876
COUNTRY_0309,BRAND_E7B0,2,,0.18524562666798083,0.539687603946566
COUNTRY_0309,BRAND_ED76,2,3.0,0.3778046659150883,0.27007924790314436
COUNTRY_0309,BRAND_EE1E,2,1.0,0.615415228486218,0.2027074149170169
COUNTRY_0309,BRAND_EF25,2,3.0,0.4911520247848239,0.17207270635647384
COUNTRY_0309,BRAND_F323,2,7.0,0.28100304804032794,0.26215771216535066
COUNTRY_0309,BRAND_F3BD,2,6.0,0.3433833724470663,0.2654122358689491
COUNTRY_0309,BRAND_F94A,2,3.0,0.4710690006558621,0.44033523867762187
COUNTRY_0309,BRAND_FA7A,2,,0.13849807832267713,0.758600131074935
COUNTRY_0309,BRAND_FD0D,2,,0.10196366038052407,0.7262711481378482
COUNTRY_0309,BRAND_FD42,2,,0.07160523051480061,0.7931593186161107
COUNTRY_0309,BRAND_FE76,2,5.0,0.27899502253583186,0.5432175935550034
COUNTRY_0309,BRAND_FF4D,2,5.0,0.21269567474496132,0.7831924950823775
COUNTRY_0309,BRAND_FF98,1,2.0,0.5539710099817183,0.04920358997899434
COUNTRY_0538,BRAND_D8F1,1,1.0,0.683684582305686,0.12676866046468613
COUNTRY_06E4,BRAND_09BA,2,,0.16096092485999447,0.7144614020161546
COUNTRY_06E4,BRAND_0D48,2,3.0,0.4601089674194835,0.2553450554849141
COUNTRY_06E4,BRAND_0F85,2,,0.13795362723112192,0.6561982650618113
COUNTRY_06E4,BRAND_1147,2,,0.11025201181571986,0.6768972783410031
COUNTRY_06E4,BRAND_13EE,2,19.0,0.14475018145141505,0.7500113280016373
COUNTRY_06E4,BRAND_15B2,2,,0.07124041299113038,0.9584253575754191
COUNTRY_06E4,BRAND_1865,2,,0.23422901271646646,0.6983515556595981
COUNTRY_06E4,BRAND_1C1E,2,23.0,0.2723852235410664,0.5645204774881374
COUNTRY_06E4,BRAND_1C33,2,,0.1625766022688394,0.5857695184297398
COUNTRY_06E4,BRAND_1F12,2,,0.1940998775670174,0.6301146681776126
COUNTRY_06E4,BRAND_2096,2,,0.15889272221359463,0.6904057868768861
COUNTRY_06E4,BRAND_26BF,2,10.0,0.13533731297405382,0.7923147760855298
COUNTRY_06E4,BRAND_2F6C,2,14.0,0.2257320896470575,0.42190980948250173
COUNTRY_06E4,BRAND_2FDB,2,,0.08964778341153934,0.8844222728709736
COUNTRY_06E4,BRAND_31BE,2,16.0,0.16970676315950306,0.4848989376541896
COUNTRY_06E4,BRAND_37DB,2,2.0,0.34390843013188,0.6087265555138853
COUNTRY_06E4,BRAND_3C69,2,,0.1310594247277519,0.85053765422247
COUNTRY_06E4,BRAND_3CB9,2,,0.19058082274767052,0.6708578667567542
COUNTRY_06E4,BRAND_3E0C,2,9.0,0.25648271855290594,0.37112516247381255
COUNTRY_06E4,BRAND_40F3,2,,0.08963983480811244,0.8009611250514951
COUNTRY_06E4,BRAND_41B7,2,,0.07482731770261797,0.7199684659222236
COUNTRY_06E4,BRAND_467B,2,15.0,0.18407053877087776,0.4532327522490818
COUNTRY_06E4,BRAND_52CE,2,,0.10822405910012556,0.6764604043449512
COUNTRY_06E4,BRAND_5375,2,20.0,0.2810668400590961,0.5191869577821814
COUNTRY_06E4,BRAND_562D,2,,0.03917159117252067,0.8189259449556804
COUNTRY_06E4,BRAND_568F,2,3.0,0.45305748855847794,0.1707126394339176
COUNTRY_06E4,BRAND_596C,2,0.0,0.3476185207949899,0.7693641154846155
COUNTRY_06E4,BRAND_5CBB,2,8.0,0.17878404444568552,0.2772940511965643
COUNTRY_06E4,BRAND_72C6,2,,0.06661660585338391,0.641003677008801
COUNTRY_06E4,BRAND_75FD,2,5.0,0.4551152235274546,0.13321343868692856
COUNTRY_06E4,BRAND_7C69,2,,0.31433712307803174,0.6929975660097649
COUNTRY_06E4,BRAND_7D7B,2,8.0,0.306214838289102,0.3833123236427629
COUNTRY_06E4,BRAND_85A3,2,12.0,0.25245984377237196,0.288913673711049
COUNTRY_06E4,BRAND_89C4,2,,0.18629737849399663,0.830274373888542
COUNTRY_06E4,BRAND_89FE,2,1.0,0.5351785114193106,0.4670968737599856
COUNTRY_06E4,BRAND_8B04,2,,0.10093616807470462,0.8996803814516885
COUNTRY_06E4,BRAND_8CF3,2,,0.13568147990688606,0.6432176248937375
COUNTRY_06E4,BRAND_9671,2,4.0,0.4602178460960221,0.12585423631412893
COUNTRY_06E4,BRAND_9925,2,,0.23708311269877103,0.7004506537903911
COUNTRY_06E4,BRAND_9A7C,2,,0.08196956636604402,0.7549383062971367
COUNTRY_06E4,BRAND_9EFF,2,,0.13973054737998858,0.7956511435447778
COUNTRY_06E4,BRAND_A4D1,2,16.0,0.20654727471348333,0.4403480886074926
COUNTRY_06E4,BRAND_A84E,2,3.0,0.34871780997713553,0.517117835561372
COUNTRY_06E4,BRAND_AC8E,2,,0.12370224163375709,0.8137285329133325
COUNTRY_06E4,BRAND_ACB8,2,5.0,0.28281435934139476,0.8639811559455673
COUNTRY_06E4,BRAND_B14B,2,5.0,0.2970199387972575,0.24463549580564414
COUNTRY_06E4,BRAND_BA38,2,,0.04568057816026683,0.8410451993493471
COUNTRY_06E4,BRAND_BBE5,2,,0.2851510875382349,0.9796388138780655
COUNTRY_06E4,BRAND_BC62,2,18.0,0.21176516439821014,0.4133670605314809
COUNTRY_06E4,BRAND_BECC,2,,0.17288293596214466,0.8030199448343759
COUNTRY_06E4,BRAND_BFB2,2,4.0,0.1212843458908821,0.7113613261575882
COUNTRY_06E4,BRAND_C20B,2,,0.2088917669147019,0.6043858282991944
COUNTRY_06E4,BRAND_D71B,2,,0.06621687086371175,0.831646761921894
COUNTRY_06E4,BRAND_D9E0,2,5.0,0.3982910000400949,0.4615841834201995
COUNTRY_06E4,BRAND_DB48,2,5.0,0.4489248175934998,0.18955697262712026
COUNTRY_06E4,BRAND_DF2E,2,,0.12440539064585432,0.6974665571045174
COUNTRY_06E4,BRAND_E356,2,18.0,0.1372570268239811,0.44948006630388576
COUNTRY_06E4,BRAND_E7D1,2,7.0,0.31188388046372906,0.36336155443120655
COUNTRY_06E4,BRAND_E80E,2,,0.13262825228737185,0.7578672159605769
COUNTRY_06E4,BRAND_ED76,2,12.0,0.18113923886475902,0.37656318811426326
COUNTRY_06E4,BRAND_FA46,2,,0.21102405672733837,0.713200083390766
COUNTRY_06E4,BRAND_FB8A,2,,0.2715267971890176,0.6426691453064212
COUNTRY_06E4,BRAND_FD0D,2,,0.1043745573244953,0.820700849978337
COUNTRY_06E4,BRAND_FD42,2,,0.09307024163609168,0.8173671879273483
COUNTRY_06E4,BRAND_FF98,2,12.0,0.17585810354270637,0.46005897215722696
COUNTRY_0C7D,BRAND_09BA,1,3.0,0.533449775805305,0.001809253176641783
COUNTRY_0C7D,BRAND_0D48,2,4.0,0.511563831388287,0.04357419760239423
COUNTRY_0C7D,BRAND_0DC5,2,19.0,0.16131508494382507,0.5708735398362738
COUNTRY_0C7D,BRAND_118A,2,,0.21744686930059332,0.6049155850569687
COUNTRY_0C7D,BRAND_1C1E,2,,0.19434235831719027,0.615257731102068
COUNTRY_0C7D,BRAND_2F6C,2,,0.06313802231955012,0.8579268254413197
COUNTRY_0C7D,BRAND_3E0C,2,2.0,0.5239520800428545,0.08171929652531051
COUNTRY_0C7D,BRAND_40F3,2,3.0,0.40173991027243383,0.23891528855160463
COUNTRY_0C7D,BRAND_467B,2,,0.10686063259750256,0.7785526482498385
COUNTRY_0C7D,BRAND_4C9F,2,11.0,0.10239926849312686,0.746427067690886
COUNTRY_0C7D,BRAND_52CE,2,9.0,0.28556703579447806,0.20293337287160154
COUNTRY_0C7D,BRAND_64B8,2,7.0,0.12662339556824254,0.7405523534501928
COUNTRY_0C7D,BRAND_9209,2,7.0,0.29152906011198987,0.13102579444355766
COUNTRY_0C7D,BRAND_AC8E,2,,0.07761702358600109,0.8099354635434827
COUNTRY_0C7D,BRAND_BECC,2,4.0,0.3301014160378386,0.16470609257528745
COUNTRY_0C7D,BRAND_C967,2,16.0,0.1574381715369324,0.5906038579536331
COUNTRY_0C7D,BRAND_D096,2,1.0,0.2460604787326378,0.35391973175238256
COUNTRY_0C7D,BRAND_E80E,2,13.0,0.2506980868638381,0.9112818097952012
COUNTRY_0C7D,BRAND_EE95,2,2.0,0.4762463242894247,0.6235588165199298
COUNTRY_0C7D,BRAND_F7AB,1,0.0,0.6783240255807108,0.19459437270988222
COUNTRY_0C7D,BRAND_FB8A,2,4.0,0.299897317119603,0.47203090422518246
COUNTRY_0C7D,BRAND_FD0D,2,,0.16993052259461028,0.6962047728267656
COUNTRY_0C7D,BRAND_FD42,2,,0.018513921363636276,0.7902258951872111
COUNTRY_0C7D,BRAND_FF98,2,8.0,0.15749358256023227,0.47004392807392475
COUNTRY_1007,BRAND_0417,2,,0.05510471218136126,0.94577953359338
COUNTRY_1007,BRAND_0721,2,8.0,0.2142331937765034,0.09964003905937951
COUNTRY_1007,BRAND_09BA,2,13.0,0.1413857441597718,0.2682392497611536
COUNTRY_1007,BRAND_0D48,2,7.0,0.3083693555708745,0.21039240448491833
COUNTRY_1007,BRAND_0DC5,2,7.0,0.22317340280643294,0.32210960142807815
COUNTRY_1007,BRAND_10CE,2,3.0,0.33098572022986594,0.4937141650374193
COUNTRY_1007,BRAND_118A,2,11.0,0.06677159201189298,0.2781919432785555
COUNTRY_1007,BRAND_127A,2,13.0,-0.0593380715480365,0.40181256927508785
COUNTRY_1007,BRAND_12CB,2,17.0,0.3286112876989584,0.6575126719953673
COUNTRY_1007,BRAND_13E0,2,,0.14677091699660572,0.8242260647135279
COUNTRY_1007,BRAND_1729,2,11.0,0.1777100527101323,0.16920339942953988
COUNTRY_1007,BRAND_1C33,2,,0.20593333804348968,0.7600138813060457
COUNTRY_1007,BRAND_1DF6,2,,0.1437295230555542,0.6275611390265134
COUNTRY_1007,BRAND_1F12,2,,0.18250069246977751,0.7916287170315149
COUNTRY_1007,BRAND_2096,2,18.0,0.19796412690041254,0.5213158981828306
COUNTRY_1007,BRAND_2467,2,,0.06621936460358335,0.8049912466388379
COUNTRY_1007,BRAND_260B,2,,0.15050719358272302,0.8726986618468419
COUNTRY_1007,BRAND_26BF,2,,0.2429508477916168,0.7179560605016441
COUNTRY_1007,BRAND_2C05,2,,0.13066028079301195,0.7042537305904334
COUNTRY_1007,BRAND_2F6C,2,18.0,0.12367638781299839,0.501270160698387
COUNTRY_1007,BRAND_31BE,2,15.0,0.1278025770039911,0.45774557727688525
COUNTRY_1007,BRAND_33FD,2,5.0,0.38735418698545687,0.0926627142308711
COUNTRY_1007,BRAND_34FD,2,,0.17547042953781145,0.8401946999627218
COUNTRY_1007,BRAND_36FD,2,17.0,0.08941803823376804,0.5710513904214275
COUNTRY_1007,BRAND_37DB,2,,0.09501680533918677,0.8625965684809157
COUNTRY_1007,BRAND_3BFE,2,,0.12594966922039907,0.8374796894785526
COUNTRY_1007,BRAND_3C69,2,8.0,0.14894008354734356,0.5305414644848289
COUNTRY_1007,BRAND_3CB9,2,5.0,0.2977960324193383,0.34052903955889974
COUNTRY_1007,BRAND_3E0C,2,6.0,0.35249778558856293,0.16870800512373138
COUNTRY_1007,BRAND_448B,2,1.0,0.3311435656872367,0.7744957003620686
COUNTRY_1007,BRAND_467B,2,15.0,0.20995120706124726,0.44173889069291844
COUNTRY_1007,BRAND_4920,2,,0.05249931068813196,0.7970042820052955
COUNTRY_1007,BRAND_4A2D,2,22.0,0.15503631798133433,0.5700511412762933
COUNTRY_1007,BRAND_4C89,2,,0.19906461155454735,0.7499445736004117
COUNTRY_1007,BRAND_50AA,2,,0.028745185708554777,0.8788915604838691
COUNTRY_1007,BRAND_52CE,2,9.0,0.2624767249104589,0.2382055504709865
COUNTRY_1007,BRAND_5375,2,15.0,0.22494364065451256,0.33632383440942065
COUNTRY_1007,BRAND_562D,2,,0.1517083516813249,0.7027143399945087
COUNTRY_1007,BRAND_5636,2,6.0,0.3157064418413763,0.5584536983747393
COUNTRY_1007,BRAND_568F,2,21.0,0.2912741000550777,0.48071261761208905
COUNTRY_1007,BRAND_596C,2,18.0,0.11366371410964338,0.43097247490586593
COUNTRY_1007,BRAND_5CBB,2,7.0,0.2859464470774956,0.3248480061399
COUNTRY_1007,BRAND_5D2C,2,10.0,0.26971200953676056,0.2621884444321924
COUNTRY_1007,BRAND_5E92,2,,0.16779430552220753,0.7286601777006029
COUNTRY_1007,BRAND_6299,2,7.0,0.06918878559939812,0.9493121034357276
COUNTRY_1007,BRAND_64B8,2,,0.22397796169487016,0.7611191371583056
COUNTRY_1007,BRAND_68E3,2,17.0,0.064111780137446,0.658662509290296
COUNTRY_1007,BRAND_694B,2,20.0,0.14477054047458005,0.4715860025893755
COUNTRY_1007,BRAND_72C6,2,22.0,0.11334015686597065,0.5616047284195541
COUNTRY_1007,BRAND_745A,2,15.0,0.25374856466405993,0.3513943647056215
COUNTRY_1007,BRAND_746A,2,,0.17091817049068203,0.9137789619441793
COUNTRY_1007,BRAND_748D,2,,0.1645855158027073,0.6938868625317784
COUNTRY_1007,BRAND_75FD,2,9.0,0.3038627107019699,0.22913441208231666
COUNTRY_1007,BRAND_76DA,2,10.0,0.19200807877335568,0.2027167313072615
COUNTRY_1007,BRAND_77F6,2,12.0,0.10130816699196232,0.11391297178226308
COUNTRY_1007,BRAND_79B0,2,,0.1470853238703249,0.5769939241778165
COUNTRY_1007,BRAND_7A14,2,,0.12031898759197557,0.8111929850411929
COUNTRY_1007,BRAND_7D7B,2,,0.12857345085068717,0.8019945470096445
COUNTRY_1007,BRAND_7FD0,2,,0.0552161826369002,0.7525085981096012
COUNTRY_1007,BRAND_85CC,2,18.0,0.23443076830608367,0.46424120877983405
COUNTRY_1007,BRAND_87EC,2,,0.07439628541364918,0.8799996655348187
COUNTRY_1007,BRAND_8B73,2,4.0,0.449057900593239,0.3467584827233456
COUNTRY_1007,BRAND_8CF3,2,,0.16194707150694942,0.7941239060310132
COUNTRY_1007,BRAND_8E15,2,12.0,0.21357161580305317,0.6064000100677067
COUNTRY_1007,BRAND_8E2A,2,,0.09724774250389656,0.5529383822470434
COUNTRY_1007,BRAND_922E,2,21.0,0.09232776482672944,0.5206175966887177
COUNTRY_1007,BRAND_9671,2,,0.1884340430173771,0.8107307739300573
COUNTRY_1007,BRAND_9A7C,2,4.0,0.42415882181959574,0.23506199066701272
COUNTRY_1007,BRAND_9DD4,2,,0.05742617379166759,0.6494969994829943
COUNTRY_1007,BRAND_9EFF,2,10.0,0.17528035353053284,0.2232630939588436
COUNTRY_1007,BRAND_A2CF,2,,0.06455085022951856,0.8325850413211744
